primaryPosition,Player ID,firstName,lastName,nationality,height_cm,weight,shootsCatches
Right Wing,8471206,Junior,Lessard,CAN,180.34,191.0,R
Left Wing,8470001,Jeff,Giuliano,USA,175.26,205.0,R
Goalie,8460516,Dan,Cloutier,CAN,185.42,195.0,L
Defence,8456852,Jon,Klemm,CAN,187.96,205.0,R
Defence,8469795,Kevin,Dallman,CAN,180.34,195.0,R
Defence,8467883,Branislav,Mezei,SVK,193.04,235.0,L
Left Wing,8458554,Jozef,Stumpel,SVK,190.5,222.0,R
Center,8466174,Jeremy,Reich,CAN,185.42,203.0,L
Right Wing,8458532,Glen,Murray,CAN,190.5,218.0,R
Goalie,8466303,Johan,Holmqvist,SWE,190.5,198.0,L
Right Wing,8465189,Trevor,Letowski,CAN,177.8,180.0,R
Defence,8452371,Glen,Wesley,CAN,185.42,207.0,L
Left Wing,8467969,Mathias,Tjarnqvist,SWE,187.96,196.0,L
Left Wing,8468496,Marcel,Hossa,SVK,190.5,220.0,L
Center,8467516,Niko,Kapanen,FIN,172.72,180.0,L
Center,8466343,Mark,Smith,CAN,177.8,200.0,L
Center,8456100,Jim,Dowd,USA,182.88,180.0,R
Right Wing,8462114,Sami,Kapanen,FIN,177.8,185.0,L
Defence,8456531,Derian,Hatcher,USA,195.58,235.0,L
Defence,8467896,Steve,McCarthy,CAN,185.42,210.0,L
Center,8467565,John,Pohl,USA,185.42,196.0,R
Left Wing,8468770,Simon,Gamache,CAN,177.8,186.0,L
Left Wing,8460620,Bates,Battaglia,USA,187.96,205.0,L
Defence,8473981,Magnus,Johansson,SWE,180.34,180.0,R
Left Wing,8451972,Scott,Thornton,CAN,190.5,220.0,L
Defence,8457403,Jaroslav,Modry,CZE,187.96,220.0,L
Left Wing,8466304,Ladislav,Nagy,SVK,180.34,192.0,L
Right Wing,8459455,David,Vyborny,CZE,177.8,181.0,L
Defence,8467469,Allan,Rourke,CAN,187.96,215.0,L
Left Wing,8465253,Marcus,Nilson,SWE,187.96,189.0,R
Defence,8465250,Andrei,Zyuzin,RUS,185.42,208.0,L
Right Wing,8458524,Martin,Lapointe,CAN,180.34,215.0,R
Center,8458955,Martin,Straka,CZE,175.26,180.0,L
Center,8458561,Yanic,Perreault,CAN,180.34,185.0,L
Right Wing,8456106,Dallas,Drake,CAN,182.88,186.0,L
Center,8459446,Kevyn,Adams,USA,185.42,200.0,R
Goalie,8447687,Dominik,Hasek,CZE,185.42,166.0,L
Defence,8469442,Duvie,Westcott,CAN,180.34,196.0,R
Defence,8459538,Nolan,Pratt,CAN,190.5,207.0,L
Center,8469997,Mark,Hartigan,CAN,182.88,200.0,L
Right Wing,8470305,Rob,Globke,USA,187.96,208.0,R
Defence,8458595,Alexei,Zhitnik,RUS,180.34,225.0,L
Center,8470937,Kevin,Doell,CAN,180.34,190.0,R
Center,8467416,Josef,Vasicek,CZE,195.58,214.0,L
Defence,8465168,Joel,Kwiatkowski,CAN,182.88,205.0,L
Right Wing,8470165,Matt,Foy,CAN,187.96,228.0,R
Defence,8468597,Olli,Malmivaara,FIN,200.66,230.0,L
Defence,8467378,Bobby,Allen,USA,182.88,201.0,L
Goalie,8459432,Jocelyn,Thibault,CAN,180.34,169.0,L
Defence,8470088,Matt,Jones,USA,182.88,224.0,L
Left Wing,8467427,Kip,Brennan,CAN,193.04,230.0,L
Defence,8462032,Bryan,Berard,USA,187.96,220.0,L
Right Wing,8469510,Matt,Keith,CAN,187.96,200.0,R
Defence,8469535,Drew,Fata,CAN,185.42,209.0,L
Defence,8468613,Petteri,Nummelin,FIN,177.8,188.0,L
Left Wing,8458031,Chris,Simon,CAN,190.5,232.0,L
Goalie,8460715,John,Grahame,USA,190.5,220.0,L
Defence,8460517,Rhett,Warrener,CAN,185.42,203.0,R
Defence,8458544,Sandis,Ozolinsh,LVA,190.5,215.0,L
Defence,8458984,Mattias,Norstrom,SWE,187.96,210.0,L
Center,8455521,Stu,Barnes,CAN,180.34,182.0,R
Center,8452285,Wes,Walz,CAN,180.34,190.0,R
Left Wing,8470375,Patrick,Thoresen,NOR,180.34,188.0,L
Defence,8469484,Matthew,Spiller,CAN,195.58,233.0,L
Left Wing,8462419,Jeff,Cowan,CAN,187.96,205.0,L
Center,8462197,Byron,Ritchie,CAN,177.8,190.0,L
Center,8448825,Trevor,Linden,CAN,193.04,220.0,R
Left Wing,8462094,Brad,Isbister,CAN,193.04,225.0,R
Defence,8457384,Aaron,Miller,USA,190.5,210.0,R
Defence,8471684,Luc,Bourdon,CAN,190.5,211.0,L
Center,8470882,Geoff,Platt,CAN,175.26,175.0,L
Defence,8467387,Joe,DiPenta,CAN,187.96,220.0,R
Center,8467880,Kris,Beech,CAN,190.5,211.0,L
Defence,8470643,Ivan,Baranka,SVK,190.5,205.0,L
Right Wing,8473635,Denis,Tolpeko,RUS,185.42,190.0,L
Defence,8468682,Ryan,Caldwell,CAN,187.96,174.0,L
Left Wing,8473644,Gabe,Gauthier,USA,172.72,199.0,L
Defence,8459558,Alain,Nasreddine,CAN,185.42,204.0,L
Center,8469522,Brandon,Nolan,CAN,185.42,192.0,L
Right Wing,8468732,Darryl,Bootland,CAN,185.42,197.0,R
Defence,8467889,David,Tanabe,USA,185.42,212.0,R
Defence,8459469,Rory,Fitzpatrick,USA,187.96,210.0,R
Left Wing,8468123,Noah,Clarke,USA,175.26,190.0,L
Center,8470821,Joe,Jensen,USA,180.34,180.0,L
Right Wing,8470674,Stefan,Ruzicka,SVK,182.88,200.0,R
Right Wing,8467323,Mark,Mowers,USA,180.34,174.0,R
Goalie,8469556,Dimitri,Patzold,DEU,182.88,195.0,L
Defence,8471256,Michael,Funk,CAN,193.04,199.0,L
Right Wing,8471259,Adam,Pineault,USA,185.42,201.0,R
Right Wing,8470663,Jonathan,Filewich,CAN,187.96,208.0,R
Left Wing,8467924,Matt,Murley,USA,187.96,206.0,L
Goalie,8466290,David,Aebischer,CHE,185.42,187.0,L
Defence,8470681,Zack,Fitzgerald,USA,187.96,205.0,L
Center,8469696,Petr,Cajanek,CZE,180.34,186.0,L
Center,8472334,Alex,Foster,USA,182.88,200.0,L
Goalie,8462102,Jean-Sebastien,Aubin,CAN,180.34,180.0,R
Right Wing,8467962,Kyle,Wanvig,CAN,187.96,210.0,R
Defence,8470624,Danny,Richmond,USA,185.42,190.0,L
Center,8462037,Steve,Kelly,CAN,187.96,210.0,L
Right Wing,8471224,Lauri,Tukonen,FIN,187.96,187.0,R
Defence,8458522,Richard,Matvichuk,CAN,190.5,210.0,L
Center,8471408,Petri,Kontiola,FIN,182.88,204.0,R
Center,8470330,Mike,Glumac,CAN,187.96,209.0,R
Left Wing,8467137,Pete,Vandermeer,CAN,182.88,212.0,L
Right Wing,8466200,Josh,Langfeld,USA,190.5,215.0,R
Defence,8469615,Maxim,Kondratiev,RUS,185.42,197.0,L
Center,8473494,Petteri,Wirtanen,FIN,185.42,207.0,L
Right Wing,8469656,Jason,King,CAN,182.88,193.0,L
Right Wing,8466162,Ben,Clymer,USA,185.42,200.0,R
Goalie,8470751,Chris,Beckford-Tseu,CAN,190.5,201.0,L
Center,8459527,Shawn,Bates,USA,182.88,210.0,R
Right Wing,8470637,Konstantin,Pushkarev,KAZ,182.88,180.0,R
Center,8471906,David,Brine,CAN,185.42,201.0,L
Left Wing,8471281,Adam,Berti,CAN,190.5,205.0,L
Goalie,8470062,Tyler,Weiman,CAN,180.34,180.0,L
Left Wing,8470744,Brady,Murray,USA,177.8,185.0,L
Defence,8470632,Tim,Ramholt,CHE,187.96,170.0,L
Goalie,8471819,Matt,Keetley,CAN,185.42,187.0,R
Defence,8470698,Martin,Lojek,CZE,193.04,220.0,R
Right Wing,8459156,Anson,Carter,CAN,185.42,210.0,R
Defence,8463638,Bryan,Muir,CAN,190.5,225.0,L
Center,8460495,Jeff,O'Neill,CAN,185.42,195.0,R
Defence,8467540,Jim,Fahey,USA,182.88,205.0,R
Defence,8470335,Alexander,Brooks,USA,185.42,195.0,R
Left Wing,8470185,Jaroslav,Balastik,CZE,187.96,205.0,L
Center,8469456,Alexander,Svitov,RUS,190.5,228.0,L
Center,8464968,Erik,Rasmussen,USA,185.42,210.0,L
Center,8467055,Patrik,Stefan,CZE,187.96,205.0,L
Right Wing,8459019,Matthew,Barnaby,CAN,185.42,191.0,L
Center,8458939,Alexei,Yashin,RUS,190.5,218.0,R
Center,8458515,Eric,Lindros,CAN,193.04,240.0,R
Right Wing,8468443,Jean-Pierre,Vigier,CAN,182.88,200.0,R
Left Wing,8462185,Denis,Hamel,CAN,187.96,203.0,L
Center,8459284,Steve,Rucchin,CAN,187.96,210.0,L
Right Wing,8449545,Scott,Mellanby,CAN,185.42,210.0,R
Right Wing,8460595,Nisse,Ekman,SWE,182.88,181.0,L
Right Wing,8465180,Ronald,Petrovicky,SVK,182.88,195.0,R
Defence,8468544,Filip,Novak,CZE,182.88,203.0,L
Right Wing,8468466,Mark,Rycroft,CAN,182.88,192.0,R
Left Wing,8466316,Antti,Laaksonen,FIN,182.88,180.0,L
Right Wing,8455429,Tony,Amonte,USA,182.88,202.0,L
Right Wing,8468536,Aleksander,Suglobov,RUS,182.88,200.0,L
Left Wing,8460501,Jeff,Friesen,CAN,185.42,212.0,L
Defence,8466381,Derrick,Walser,CAN,177.8,190.0,L
Defence,8464959,Ric,Jackman,CAN,187.96,214.0,R
Right Wing,8468103,Petr,Tenkrat,CZE,182.88,201.0,R
Defence,8458468,Jason,York,CAN,187.96,202.0,R
Right Wing,8469458,Stanislav,Chistov,RUS,177.8,193.0,R
Defence,8459458,Janne,Niinimaa,FIN,185.42,220.0,L
Right Wing,8469478,Alexander,Perezhogin,RUS,182.88,211.0,L
Left Wing,8467397,Dimitri,Afanasenkov,RUS,187.96,209.0,R
Goalie,8465093,Robert,Esche,USA,185.42,210.0,L
Defence,8459484,Jamie,Rivers,CAN,185.42,200.0,L
Left Wing,8470549,Peter,Sejna,SVK,175.26,190.0,L
Left Wing,8466210,Ville,Nieminen,FIN,185.42,220.0,L
Center,8470282,Jarkko,Immonen,FIN,182.88,200.0,R
Center,8456430,Travis,Green,CAN,187.96,200.0,R
Defence,8469714,Mikko,Lehtonen,FIN,185.42,194.0,L
Right Wing,8467951,Mattias,Weinhandl,SWE,182.88,195.0,R
Defence,8457421,Ian,Moran,USA,180.34,197.0,R
Goalie,8462255,Jussi,Markkanen,FIN,182.88,182.0,L
Center,8462061,Marc,Chouinard,CAN,195.58,205.0,R
Center,8464998,Jan,Bulis,CZE,182.88,209.0,L
Defence,8462177,Yannick,Tremblay,CAN,187.96,200.0,R
Center,8458192,Tim,Taylor,CAN,185.42,190.0,L
Defence,8470346,Richie,Regehr,CAN,182.88,205.0,L
Right Wing,8467974,Juraj,Kolnik,SVK,180.34,195.0,R
Center,8449893,Joe,Nieuwendyk,CAN,187.96,209.0,L
Defence,8458942,Darius,Kasparaitis,RUS,180.34,215.0,L
Center,8472418,Patrick,Fischer,CHE,180.34,194.0,L
Left Wing,8467884,Oleg,Saprykin,RUS,185.42,190.0,L
Left Wing,8468497,Alexei,Mikhnov,RUS,195.58,200.0,L
Center,8466153,Michael,Holmqvist,SWE,193.04,210.0,L
Center,8467386,Denis,Arkhipov,RUS,190.5,215.0,L
Left Wing,8467914,Tony,Salmelainen,FIN,175.26,185.0,R
Center,8450817,Mike,Ricci,CAN,182.88,200.0,L
Center,8449807,Petr,Nedved,CZE,190.5,196.0,L
Center,8451991,Pierre,Turgeon,CAN,185.42,199.0,L
Defence,8469143,Travis,Roche,CAN,185.42,195.0,R
Center,8470134,Jakub,Klepis,CZE,185.42,198.0,R
Defence,8462258,Danny,Markov,RUS,185.42,186.0,L
Goalie,8467879,Brian,Finley,CAN,187.96,205.0,R
Right Wing,8468488,Nikita,Alexeev,RUS,198.12,227.0,L
Goalie,8445386,Ed,Belfour,CAN,182.88,214.0,L
Right Wing,8468036,Bjorn,Melin,SWE,185.42,205.0,R
Center,8462105,Alyn,McCauley,CAN,180.34,200.0,L
Left Wing,8467356,Ramzi,Abid,CAN,187.96,210.0,L
Right Wing,8445575,Peter,Bondra,SVK,185.42,200.0,L
Right Wing,8470150,Jonas,Johansson,SWE,187.96,190.0,R
Center,8468118,Tommi,Santala,FIN,190.5,210.0,R
Defence,8470935,Patrick,Coulombe,CAN,180.34,185.0,L
Defence,8459181,Nathan,Dempsey,CAN,182.88,191.0,R
Goalie,8470264,Barry,Brust,CAN,187.96,225.0,L
Defence,8460493,Oleg,Tverdovsky,RUS,185.42,211.0,L
Center,8459521,Marty,Murray,CAN,175.26,180.0,L
Goalie,8470534,Yutaka,Fukufuji,JPN,185.42,160.0,L
Goalie,8445769,Sean,Burke,CAN,193.04,209.0,L
Goalie,8460696,Frederic,Cassivi,CAN,193.04,220.0,L
Right Wing,8470076,Darren,Reid,CAN,187.96,205.0,R
Defence,8469668,David,Printz,SWE,195.58,220.0,L
Right Wing,8465220,Eric,Meloche,CAN,177.8,202.0,R
Defence,8469593,Jussi,Timonen,FIN,182.88,200.0,L
Center,8467564,Matt,Hussey,USA,187.96,212.0,L
Center,8468566,Yanick,Lehoux,CAN,185.42,200.0,R
Goalie,8458562,Jamie,McLennan,CAN,182.88,199.0,L
Center,8468161,Brandon,Reid,CAN,175.26,180.0,R
Defence,8459636,Brad,Norton,USA,193.04,230.0,L
Defence,8469561,Bryce,Lampman,USA,185.42,205.0,L
Right Wing,8465207,Reed,Low,CAN,193.04,220.0,R
Right Wing,8468028,Niko,Dimitrakos,USA,180.34,193.0,R
Defence,8458940,Mike,Rathje,CAN,195.58,235.0,L
Right Wing,8469489,Duncan,Milroy,CAN,185.42,196.0,R
Center,8467488,Erik,Westrum,USA,182.88,204.0,L
Defence,8459065,Joel,Bouchard,CAN,185.42,209.0,L
Defence,8467918,Martin,Grenier,CAN,195.58,245.0,L
Left Wing,8467333,Rico,Fata,CAN,182.88,214.0,L
Defence,8466146,Brad,Ference,CAN,190.5,201.0,R
Goalie,8456137,Mike,Dunham,USA,187.96,190.0,L
Center,8462062,Donald,MacLean,CAN,187.96,199.0,L
Left Wing,8448622,John,LeClair,USA,190.5,233.0,L
Center,8466394,Brad,Moran,CAN,180.34,182.0,L
Center,8470336,Carsen,Germyn,CAN,180.34,190.0,R
Center,8469847,Carl,Corazzini,USA,177.8,182.0,L
Center,8468529,Jonas,Nordqvist,SWE,190.5,202.0,L
Goalie,8471793,Tomas,Popperle,CZE,185.42,187.0,L
Center,8459615,Eric,Boguniecki,USA,172.72,198.0,R
Defence,8468487,Lars,Jonsson,SWE,185.42,198.0,L
Right Wing,8466197,Lee,Goren,CAN,190.5,215.0,R
Left Wing,8467383,Tyler,Bouck,CAN,182.88,196.0,L
Goalie,8471526,Michael,Wall,CAN,187.96,209.0,L
Right Wing,8470343,Jesse,Schultz,CAN,182.88,190.0,R
Center,8469805,Gregory,Jacina,CAN,182.88,203.0,R
Defence,8459008,Eric,Cairns,CAN,198.12,243.0,L
Center,8462149,Jason,Morgan,CAN,185.42,194.0,L
Defence,8471452,Mike,Card,CAN,185.42,201.0,R
Left Wing,8470629,Vojtech,Polak,CZE,177.8,180.0,L
Defence,8471911,Sebastien,Bisaillon,CAN,182.88,205.0,R
Defence,8460782,Todd,Simpson,CAN,190.5,220.0,L
Defence,8460521,Deron,Quint,USA,187.96,192.0,L
Center,8470267,Alexei,Kaigorodov,RUS,182.88,194.0,L
Right Wing,8469557,Tomi,Maki,FIN,180.34,193.0,L
Defence,8472375,Jamie,Hunt,CAN,187.96,195.0,L
Defence,8468035,Timo,Helbling,CHE,190.5,224.0,R
Right Wing,8470244,Matt,Ellison,CAN,182.88,192.0,R
Goalie,8467364,Philippe,Sauve,USA,182.88,190.0,L
Goalie,8467486,Mike,Morrison,USA,190.5,194.0,L
Defence,8471765,Jonathan,Sigalet,CAN,185.42,185.0,L
Left Wing,8469132,David,Gove,USA,175.26,190.0,L
Right Wing,8469546,Danny,Bois,CAN,182.88,196.0,R
Center,8466421,Serge,Payer,CAN,182.88,191.0,L
Left Wing,8469499,Tuomas,Pihlman,FIN,187.96,215.0,L
Goalie,8468582,Stefan,Liv,SWE,185.42,177.0,L
Defence,8469515,Tomas,Malec,SVK,187.96,215.0,L
Left Wing,8469720,Shay,Stephenson,CAN,187.96,180.0,L
Right Wing,8467337,Jeff,Heerema,CAN,187.96,212.0,R
Goalie,8459252,Fred,Brathwaite,CAN,170.18,185.0,L
Goalie,8471444,Martin,Houle,CAN,180.34,180.0,L
Right Wing,8467444,Patrick,Leahy,USA,190.5,200.0,R
Defence,8457191,Vladimir,Malakhov,RUS,193.04,230.0,L
Defence,8458582,Dave,Karpa,CAN,185.42,205.0,R
Left Wing,8456087,Ted,Donato,USA,177.8,189.0,L
Right Wing,8458566,Sandy,McCarthy,CAN,190.5,223.0,R
Center,8449573,Mark,Messier,CAN,187.96,211.0,L
Goalie,8469463,Dan,Blackburn,CAN,185.42,180.0,L
Defence,8448769,Brian,Leetch,USA,182.88,190.0,L
Left Wing,8459071,Rem,Murray,CAN,187.96,195.0,L
Left Wing,8467961,Jimmie,Olvestad,SWE,185.42,194.0,L
Left Wing,8460509,Chris,Dingman,CAN,193.04,244.0,L
Right Wing,8455738,Pavel,Bure,RUS,180.34,191.0,L
Defence,8448770,Sylvain,Lefebvre,CAN,187.96,204.0,L
Left Wing,8445000,Dave,Andreychuk,CAN,193.04,225.0,R
Defence,8460520,Stan,Neckar,CZE,185.42,214.0,L
Defence,8462148,Dale,Purinton,USA,190.5,228.0,L
Center,8459010,Aaron,Gavey,CAN,187.96,189.0,L
Right Wing,8466261,Jiri,Bicek,SVK,177.8,195.0,L
Defence,8459014,Robert,Svehla,SVK,185.42,210.0,R
Defence,8444919,Tommy,Albelin,SWE,187.96,195.0,L
Right Wing,8458125,Turner,Stevenson,CAN,190.5,230.0,R
Right Wing,8459158,Jonas,Hoglund,SWE,190.5,218.0,R
Right Wing,8459614,Paul,Healey,CAN,187.96,198.0,R
Left Wing,8449477,Jim,McKenzie,CAN,193.04,230.0,L
Defence,8448824,Jyrki,Lumme,FIN,185.42,210.0,L
Right Wing,8449654,Alexander,Mogilny,RUS,182.88,210.0,L
Defence,8446309,Ken,Daneyko,CAN,185.42,215.0,L
Defence,8462034,Aki,Berg,FIN,190.5,213.0,L
Defence,8451715,Scott,Stevens,CAN,187.96,215.0,L
Left Wing,8467363,Christian,Berglund,SWE,180.34,195.0,L
Center,8450767,Robert,Reichel,CZE,177.8,180.0,L
Right Wing,8446454,Tie,Domi,CAN,177.8,213.0,R
Right Wing,8446830,Tom,Fitzgerald,USA,182.88,195.0,R
Left Wing,8468766,Andrej,Nedorost,SVK,185.42,199.0,L
Right Wing,8462121,Matt,Davidson,CAN,190.5,202.0,R
Center,8468468,Blake,Bellefeuille,USA,177.8,210.0,R
Center,8462182,Clarke,Wilm,CAN,182.88,202.0,L
Center,8458565,Sean,Pronger,CAN,190.5,209.0,L
Defence,8458518,Scott,Lachance,USA,185.42,215.0,L
Left Wing,8447177,Brent,Gilchrist,CAN,180.34,180.0,L
Center,8446003,Andrew,Cassels,CAN,180.34,178.0,L
Left Wing,8462136,Vladimir,Orszagh,SVK,180.34,195.0,L
Defence,8447979,Bill,Houlder,CAN,187.96,215.0,L
Defence,8462211,Jean-Luc ,Grand-Pierre,CAN,190.5,228.0,R
Right Wing,8462072,Nathan,Perrott,CAN,182.88,225.0,R
Defence,8459002,Cale,Hulse,CAN,190.5,220.0,R
Left Wing,8458650,Andreas,Johansson,SWE,182.88,203.0,L
Defence,8459466,Jamie,Allison,CAN,185.42,210.0,L
Defence,8465061,Andy,Berenzweig,USA,187.96,218.0,L
Left Wing,8457297,Shawn,McEachern,USA,180.34,200.0,L
Left Wing,8459159,Chris,Herperger,CAN,182.88,205.0,L
Left Wing,8466183,Yuri,Butsayev,RUS,182.88,195.0,L
Right Wing,8450678,Rob,Ray,CAN,182.88,222.0,L
Right Wing,8460579,Vaclav,Varada,CZE,182.88,209.0,L
Center,8459562,Per,Svartvadet,SWE,185.42,190.0,L
Goalie,8466156,Mika,Noronen,FIN,187.96,196.0,L
Defence,8458179,Chris,Tamer,USA,187.96,200.0,L
Defence,8458058,Richard,Smehlik,CZE,190.5,230.0,L
Defence,8458454,Jason,Woolley,CAN,182.88,207.0,L
Center,8459223,Pascal,Rheaume,CAN,185.42,210.0,L
Defence,8450223,James,Patrick,CAN,187.96,198.0,R
Right Wing,8457566,Jeff,Odgers,CAN,182.88,200.0,R
Center,8448017,Tony,Hrkac,CAN,180.34,190.0,L
Goalie,8469636,Pasi,Nurminen,FIN,177.8,215.0,L
Defence,8468105,Alexander,Khavanov,RUS,187.96,205.0,L
Right Wing,8458540,Ziggy,Palffy,SVK,180.34,181.0,L
Center,8467372,Justin,Papineau,CAN,180.34,180.0,L
Defence,8470303,Tom,Koivisto,FIN,177.8,186.0,R
Center,8459439,Jason,Allison,CAN,190.5,215.0,R
Left Wing,8457704,Shjon,Podein,USA,187.96,200.0,L
Left Wing,8460733,Tyson,Nash,CAN,180.34,191.0,L
Defence,8448960,Al,MacInnis,CAN,185.42,204.0,R
Defence,8462073,Christian,Laflamme,CAN,185.42,208.0,R
Right Wing,8467682,Brad,Chartrand,CAN,180.34,192.0,R
Defence,8458636,Dmitry,Yushkevich,RUS,180.34,210.0,R
Goalie,8457714,Felix,Potvin,CAN,185.42,195.0,L
Left Wing,8456729,Craig,Johnson,USA,187.96,200.0,L
Center,8468527,Jared,Aulin,CAN,182.88,192.0,R
Center,8467359,Artem,Chubarov,RUS,185.42,205.0,L
Goalie,8458266,Roman,Turek,CZE,193.04,222.0,R
Left Wing,8468055,Fedor,Fedorov,RUS,193.04,240.0,L
Defence,8462090,Petr,Buzek,CZE,185.42,220.0,L
Defence,8455666,Bob,Boughner,CAN,182.88,205.0,R
Right Wing,8456849,Trent,Klatt,USA,185.42,225.0,R
Defence,8445266,Murray,Baron,CAN,190.5,236.0,L
Left Wing,8460587,Jamie,Wright,CAN,182.88,194.0,L
Defence,8459490,Patrick,Boileau,CAN,182.88,200.0,R
Center,8460484,Steve,Martins,CAN,175.26,185.0,L
Center,8452578,Steve,Yzerman,CAN,177.8,187.0,R
Center,8448669,Igor,Larionov,RUS,180.34,170.0,L
Defence,8446826,Jeff,Finley,CAN,187.96,203.0,L
Defence,8462056,Maxim,Kuznetsov,RUS,195.58,230.0,L
Left Wing,8450941,Luc,Robitaille,CAN,185.42,215.0,L
Right Wing,8448091,Brett,Hull,USA,180.34,205.0,R
Right Wing,8466225,Ivan,Novoseltsev,RUS,185.42,215.0,L
Defence,8447989,Phil,Housley,USA,177.8,185.0,L
Center,8458487,Alexei,Zhamnov,RUS,185.42,204.0,L
Defence,8458963,Boris,Mironov,RUS,193.04,223.0,R
Left Wing,8449295,Stephane,Matteau,CAN,193.04,220.0,L
Defence,8458838,Steve,Poapst,CAN,180.34,199.0,L
Left Wing,8452161,Garry,Valk,CAN,185.42,205.0,L
Defence,8449957,Lyle,Odelein,CAN,182.88,212.0,L
Left Wing,8462198,Peter,Worrell,CAN,200.66,250.0,L
Right Wing,8467885,Denis,Shvidki,RUS,187.96,210.0,L
Left Wing,8456031,Louie,Debrusk,CAN,187.96,227.0,L
Defence,8456793,Alexander,Karpovtsev,RUS,190.5,221.0,L
Right Wing,8451898,Steve,Thomas,CAN,180.34,185.0,L
Center,8458974,Igor,Korolev,RUS,185.42,197.0,L
Right Wing,8458969,Valeri,Bure,RUS,180.34,180.0,R
Left Wing,8460742,Sergei,Berezin,RUS,177.8,196.0,R
Right Wing,8464963,Lance,Ward,CAN,190.5,214.0,L
Defence,8469710,Ivan,Majesky,SVK,193.04,231.0,R
Defence,8459174,Dan,McGillis,CAN,190.5,220.0,L
Right Wing,8459430,Niklas,Sundstrom,SWE,182.88,190.0,L
Right Wing,8459431,Todd,Harvey,CAN,182.88,210.0,R
Defence,8449137,Bryan,Marchment,CAN,185.42,200.0,L
Center,8446303,Vincent,Damphousse,CAN,185.42,205.0,L
Right Wing,8446408,Rob,DiMaio,CAN,177.8,190.0,R
Right Wing,8452569,Scott,Young,USA,185.42,200.0,R
Left Wing,8449740,Kirk,Muller,CAN,182.88,205.0,L
Left Wing,8447364,Adam,Graves,CAN,182.88,205.0,L
Defence,8445428,Marc,Bergevin,CAN,185.42,214.0,L
Left Wing,8458587,Vladimir,Vujtek,CZE,185.42,203.0,L
Defence,8458546,Jamie,Pushor,CAN,190.5,218.0,R
Center,8448782,Mario,Lemieux,CAN,193.04,230.0,R
Left Wing,8464875,Steve,McKenna,CAN,203.2,252.0,L
Center,8462159,Jan,Hrdina,CZE,182.88,200.0,R
Right Wing,8462054,Aleksey,Morozov,RUS,185.42,204.0,L
Right Wing,8459423,Alexandre,Daigle,CAN,182.88,204.0,L
Center,8457203,Kent,Manderville,CAN,190.5,200.0,L
Defence,8458805,Janne,Laukkanen,FIN,185.42,187.0,L
Defence,8469715,Ales,Pisa,CZE,182.88,200.0,R
Left Wing,8468120,Mikko,Eloranta,FIN,182.88,190.0,L
Goalie,8459541,Tommy,Salo,SWE,182.88,180.0,L
Defence,8460051,Scott,Ferguson,CAN,185.42,195.0,L
Right Wing,8456556,Steve,Heinze,USA,180.34,202.0,R
Center,8460603,Brian,Swanson,USA,177.8,185.0,L
Left Wing,8459391,Darren,Langdon,CAN,185.42,205.0,L
Defence,8459434,Kenny,Jonsson,SWE,190.5,205.0,L
Left Wing,8458941,Todd,Warriner,CAN,187.96,210.0,L
Center,8459437,Mats,Lindgren,SWE,187.96,205.0,L
Center,8460498,Jason,Wiemer,CAN,185.42,225.0,L
Defence,8459144,Mattias,Timander,SWE,190.5,230.0,L
Center,8448674,Claude,Lapointe,CAN,175.26,188.0,L
Center,8465018,Oleg,Kvasha,RUS,195.58,230.0,R
Right Wing,8460664,Steve,Webb,CAN,182.88,211.0,R
Goalie,8459132,Steve,Passmore,CAN,175.26,165.0,L
Defence,8459038,Sami,Helenius,FIN,198.12,230.0,L
Center,8458983,Andrei,Nikolishin,RUS,182.88,225.0,L
Left Wing,8459515,Eric,Daze,CAN,198.12,235.0,L
Center,8451005,Cliff,Ronning,CAN,172.72,165.0,L
Right Wing,8446847,Theo,Fleury,CAN,167.64,182.0,R
Defence,8468712,Lubomir,Sekeras,SVK,182.88,183.0,L
Left Wing,8468554,Igor,Radulov,RUS,185.42,186.0,L
Center,8458991,Sergei,Zholtok,LVA,185.42,197.0,R
Defence,8457222,Jason,Marshall,CAN,187.96,200.0,R
Center,8456156,Mike,Eastwood,CAN,190.5,216.0,R
Right Wing,8459109,Ryan,Vandenbussche,CAN,182.88,200.0,R
Left Wing,8458996,Jeremy,Stevenson,USA,185.42,215.0,L
Left Wing,8460524,Matt,Johnson,CAN,195.58,235.0,L
Defence,8466205,Burke,Henry,CAN,190.5,206.0,L
Goalie,8457969,Corey,Schwab,CAN,182.88,180.0,L
Defence,8462416,Andy,Delmore,CAN,182.88,201.0,R
Left Wing,8460012,Eric,Messier,CAN,187.96,197.0,L
Center,8468494,Vaclav,Nedorost,CZE,185.42,190.0,L
Center,8458972,Jeff,Shantz,CAN,182.88,200.0,R
Center,8460649,Serge,Aubin,CAN,185.42,200.0,L
Defence,8462069,Denis,Smith,CAN,187.96,205.0,L
Right Wing,8448415,Mike,Keane,CAN,177.8,190.0,R
Left Wing,8462068,Chris,McAllister,CAN,200.66,250.0,L
Goalie,8451033,Patrick,Roy,CAN,187.96,190.0,L
Center,8467902,Michal,Sivek,CZE,190.5,213.0,L
Left Wing,8469568,Tomas,Surovy,SVK,182.88,191.0,L
Defence,8463125,Shawn,Heins,CAN,193.04,210.0,L
Center,8468056,Riku,Hahl,FIN,185.42,205.0,L
Defence,8459700,Hans,Jonsson,SWE,185.42,176.0,L
